Air Quality,PM2.5,PM10,NO2,SO2,CO
2,3.5,8.3,21.9,10.8,1.4
0,17.5,21.6,22.2,10.5,1.03
2,2.0,14.6,27.4,3.7,1.37
0,1.8,8.3,23.1,3.6,1.09
0,28.9,33.8,26.2,3.6,0.93
3,24.2,44.3,33.9,12.6,2.09
2,28.1,36.6,22.8,13.4,1.64
0,15.9,19.2,21.9,6.3,1.03
1,0.4,23.9,30.8,9.5,2.69
2,3.4,14.2,28.2,8.5,1.84
3,51.4,60.1,23.1,16.7,1.94
2,35.9,44.9,26.1,16.4,1.31
0,5.6,11.4,23.9,4.4,0.96
0,0.4,4.0,26.1,3.9,1.07
3,6.7,30.2,48.4,14.5,1.96
0,11.1,17.6,26.9,3.5,1.17
2,20.9,33.3,32.8,9.9,1.3
0,1.8,6.3,19.4,5.1,1.0
3,13.1,34.1,34.7,21.0,2.26
3,7.4,19.4,18.4,14.7,1.48
3,30.8,35.6,41.4,10.7,1.95
0,18.1,21.8,16.9,5.3,0.98
2,84.5,102.4,24.8,0.8,1.41
0,0.0,5.9,18.7,9.7,0.82
0,12.0,19.0,20.3,3.0,0.91
0,2.0,7.7,16.0,5.0,1.07
0,2.7,11.3,20.6,6.1,0.95
0,19.6,24.7,18.2,7.0,0.83
3,19.9,38.8,21.8,6.3,1.95
3,13.1,17.2,20.7,15.1,1.99
0,9.9,16.5,16.8,7.2,1.13
3,44.0,54.6,30.6,25.9,2.41
0,7.8,11.9,21.4,3.4,1.06
2,41.2,51.6,26.5,10.4,1.47
0,5.2,8.6,12.5,6.6,0.78
0,7.5,11.5,20.0,6.4,1.03
2,7.0,16.8,26.9,4.6,1.55
2,7.5,25.2,31.4,14.4,1.43
2,10.2,24.6,23.1,9.0,1.5
2,3.6,11.4,29.4,10.2,1.39
1,47.4,56.9,43.2,24.8,2.26
3,10.1,21.3,29.1,18.0,2.17
0,6.1,9.2,17.7,4.7,0.89
1,35.1,59.4,22.7,10.3,2.33
0,14.2,22.5,21.5,8.1,1.06
2,20.4,32.0,16.3,9.7,1.49
3,3.4,14.3,33.0,15.2,1.76
2,9.6,25.0,28.5,5.9,1.58
3,37.1,49.7,32.6,26.1,2.27
1,12.0,37.6,46.8,13.8,3.61
0,0.8,8.6,20.9,2.4,1.16
1,0.8,26.1,28.8,17.1,1.8
0,34.1,39.8,18.2,2.6,1.24
0,18.4,27.1,20.4,6.0,0.92
1,90.5,108.9,45.4,21.4,2.11
2,12.3,21.1,32.0,5.1,1.53
3,122.3,134.5,41.2,10.1,2.4
2,49.3,57.3,28.1,5.2,1.31
3,28.4,38.5,26.8,14.4,2.1
1,60.5,85.9,44.0,21.9,2.68
3,27.1,49.5,36.3,15.9,1.91
0,26.6,33.0,22.0,7.3,0.97
3,10.6,18.6,32.1,18.4,2.37
0,2.0,5.5,13.9,4.1,0.89
0,9.7,14.5,26.9,7.5,1.02
0,19.4,25.8,19.5,5.8,1.11
0,1.0,8.1,10.5,1.5,0.9
0,2.8,9.7,17.6,6.2,0.91
3,78.3,94.6,42.2,17.3,2.19
3,36.7,48.4,35.8,17.5,2.23
0,7.7,12.0,14.0,7.8,1.1
0,6.8,12.7,25.4,4.0,0.93
0,2.3,6.1,15.1,6.4,1.04
0,2.8,11.0,15.4,8.7,1.08
3,17.5,40.4,24.1,-6.2,2.21
1,11.1,26.3,30.5,14.6,2.27
1,1.9,27.1,35.4,20.4,2.02
0,20.9,25.6,13.4,6.3,1.02
0,16.8,23.8,25.5,4.1,1.09
2,10.2,19.3,20.8,9.9,1.66
2,4.7,18.1,31.1,9.3,1.48
1,39.5,73.0,38.9,12.9,2.48
1,21.8,37.5,29.6,6.6,2.94
0,27.7,31.7,19.4,4.5,0.94
0,7.3,11.3,17.9,4.8,1.0
2,13.8,28.4,27.5,16.4,1.4
2,15.1,26.4,34.0,8.4,1.7
1,43.8,68.2,45.2,9.8,3.31
0,24.4,30.9,27.7,6.5,0.95
0,3.6,7.0,25.1,1.1,0.99
0,2.0,6.8,28.4,7.6,1.14
2,16.7,27.6,26.2,8.6,2.03
2,8.3,19.7,23.5,13.2,1.08
3,9.7,33.5,33.9,13.2,2.3
0,1.3,7.9,22.3,5.0,0.97
2,9.3,17.3,29.2,14.7,1.62
0,6.5,12.7,19.0,2.6,1.01
1,9.6,32.4,41.4,25.5,1.97
0,2.7,6.7,26.0,8.3,1.03
0,24.6,29.6,13.5,4.3,0.93
0,0.6,8.1,27.8,3.9,1.1
3,6.1,19.6,23.1,19.6,2.12
0,8.7,14.8,26.1,4.1,0.87
0,6.0,11.8,16.6,6.6,1.04
2,10.2,15.1,27.0,12.7,1.45
3,33.5,52.1,27.7,17.6,2.42
0,5.2,8.9,26.6,8.6,1.04
2,24.2,30.3,31.4,9.4,1.38
3,55.4,67.5,23.6,16.3,2.13
2,19.7,26.3,24.1,9.9,1.45
0,5.5,10.6,25.5,2.0,1.09
3,10.7,26.5,19.8,21.3,2.12
0,10.1,16.5,24.7,2.7,1.02
2,23.4,27.1,32.7,11.5,1.62
0,1.0,4.6,21.6,6.2,1.1
0,5.6,9.5,18.9,3.6,0.97
0,3.8,5.8,14.9,1.3,0.88
2,4.1,6.7,21.3,9.1,1.4
0,0.7,6.0,14.5,5.9,1.1
3,9.2,28.0,36.9,9.0,2.08
3,2.9,12.8,34.5,12.0,2.06
1,67.5,85.6,30.3,16.1,2.32
3,0.4,12.2,31.1,3.2,2.06
0,0.7,5.4,14.0,10.0,0.91
0,26.9,33.2,21.9,5.0,0.77
0,2.4,6.5,17.9,6.8,0.88
3,7.3,21.3,38.8,22.0,2.35
2,4.7,19.0,23.0,8.4,1.4
0,1.5,5.7,20.0,4.7,1.02
0,13.7,20.1,15.0,5.5,1.11
1,14.0,35.7,39.0,13.8,2.63
3,47.1,60.3,32.4,14.0,2.2
0,3.2,10.4,16.9,4.1,0.94
1,38.5,52.1,41.3,32.1,2.45
0,1.8,7.0,17.5,4.1,0.83
0,1.1,4.1,19.1,7.1,1.03
2,99.7,102.3,31.2,7.1,1.21
0,15.7,16.5,17.1,5.3,0.94
2,13.2,18.9,20.1,11.0,1.63
3,26.8,41.9,32.5,21.7,1.92
0,20.4,23.5,13.9,3.2,0.96
0,21.1,29.1,23.9,6.7,0.95
1,1.7,21.6,39.6,25.9,2.8
0,19.2,25.8,13.5,3.1,0.93
0,1.5,1.9,13.1,3.5,1.07
0,17.5,26.1,12.0,4.8,1.14
2,4.6,21.9,20.9,14.5,1.6
3,7.3,27.6,36.2,4.2,2.19
0,1.0,5.4,22.6,5.0,1.15
3,32.7,44.6,38.8,16.7,2.52
0,6.2,11.4,24.0,3.6,0.93
2,79.7,92.0,29.9,4.0,1.36
2,6.8,17.6,33.0,18.3,1.78
1,20.4,53.0,39.5,26.8,2.27
3,39.0,55.4,24.2,7.4,2.06
0,1.1,9.1,15.1,8.7,1.08
0,12.4,17.7,17.8,6.2,0.94
0,7.3,9.9,22.6,3.8,1.05
0,0.9,6.1,26.6,3.9,0.99
1,12.4,39.7,37.1,24.6,2.66
0,12.1,18.3,23.8,2.5,1.09
2,23.4,35.8,19.3,6.5,1.37
0,18.1,26.0,25.7,5.7,0.81
3,12.3,31.9,39.8,20.2,1.58
2,8.8,15.5,25.4,7.3,1.26
3,48.6,71.0,27.2,21.2,2.43
0,21.7,28.6,11.2,0.2,0.99
0,2.7,4.5,18.1,4.9,0.94
2,1.7,10.9,29.1,11.0,1.48
0,0.3,9.2,23.1,8.1,0.96
2,7.5,23.0,27.7,7.9,1.35
1,28.0,43.8,32.1,14.9,2.18
3,60.7,73.6,45.6,7.6,1.91
2,11.6,23.8,25.1,11.2,1.13
0,7.3,13.2,18.5,3.3,0.89
0,2.9,6.9,15.8,3.0,1.09
3,9.0,27.5,37.6,17.1,2.02
3,3.1,24.9,42.6,10.6,2.08
3,1.4,16.2,37.0,11.2,2.52
0,14.1,14.9,26.3,6.4,0.87
0,1.7,11.6,18.2,3.4,1.16
0,1.4,5.7,14.4,2.3,0.98
3,13.5,25.7,29.9,6.7,2.02
2,14.2,21.9,33.5,3.3,1.55
2,48.1,54.3,24.5,4.6,1.58
0,8.6,12.6,20.3,5.5,1.08
2,23.6,27.8,26.9,4.3,1.56
2,14.4,19.7,22.7,10.7,1.46
2,3.5,18.5,25.1,15.9,1.7
2,50.9,61.1,28.2,6.6,1.39
3,30.7,45.3,40.3,12.5,1.63
0,7.5,14.7,14.8,2.6,1.08
0,2.6,4.7,25.2,8.5,1.18
0,13.6,17.4,18.2,8.2,0.92
0,7.6,10.4,26.9,4.4,0.95
2,43.3,46.8,24.0,8.7,1.53
2,23.7,37.3,26.1,8.2,1.22
2,31.7,46.0,21.4,17.2,1.64
0,23.1,25.7,15.3,5.8,1.03
3,20.9,36.7,35.1,16.0,1.73
1,84.9,91.3,46.5,27.7,2.37
2,8.9,20.8,33.6,4.1,1.31
2,4.3,13.9,30.0,12.6,1.42
0,0.6,5.1,14.2,3.4,0.98
0,37.0,40.9,19.6,6.1,0.93
2,19.5,32.0,24.9,7.2,1.73
3,82.2,107.5,25.3,29.0,2.41
2,3.3,12.7,25.7,5.8,1.78
2,12.6,20.3,29.3,8.3,1.57
3,11.5,30.1,34.8,18.6,1.88
0,7.1,9.7,21.9,2.7,0.96
2,41.1,54.6,27.5,3.4,1.79
2,22.7,41.3,22.5,15.1,1.62
0,26.3,33.3,13.9,2.5,0.96
2,62.8,74.6,23.6,13.1,1.62
0,24.8,28.1,18.7,3.4,0.94
3,28.5,43.5,25.2,17.5,2.04
0,8.1,16.0,26.4,5.1,0.98
3,16.6,42.2,41.7,18.5,2.4
3,18.4,29.0,40.0,12.3,2.17
0,26.3,33.4,14.4,8.5,1.11
3,173.2,190.0,26.4,14.1,2.3
3,17.6,32.2,42.7,19.2,1.88
0,1.6,7.3,21.4,4.0,1.08
2,25.4,39.5,15.9,11.1,1.46
1,7.8,21.9,36.6,27.1,2.72
0,4.9,8.0,17.4,3.9,0.95
2,12.1,20.4,30.8,7.6,1.3
2,3.8,12.5,19.3,6.5,1.56
1,40.0,65.9,39.0,30.7,3.19
0,3.9,7.0,18.1,7.7,1.05
2,3.3,10.1,32.2,9.5,1.44
0,1.7,7.3,14.0,8.2,1.13
3,31.4,43.0,44.1,10.9,2.64
0,3.6,10.2,22.3,7.5,1.11
3,6.2,10.6,35.0,15.7,1.84
0,2.0,8.2,17.3,6.3,1.01
2,41.4,52.3,23.2,2.3,1.74
2,28.6,49.4,27.8,15.3,1.46
0,5.4,12.6,20.1,4.1,1.08
0,4.4,9.8,18.4,4.3,0.95
0,26.5,30.3,16.7,5.6,1.02
0,3.9,10.9,16.5,4.0,1.06
0,18.5,22.8,21.2,9.6,0.99
0,10.8,13.4,22.1,3.7,1.16
1,137.0,157.7,50.1,16.5,2.37
2,3.8,7.1,24.0,9.4,1.3
0,2.5,12.0,11.7,3.2,0.98
2,2.3,13.4,31.0,12.8,1.34
0,8.1,13.5,14.5,7.5,1.12
3,3.0,3.7,34.9,17.7,1.66
2,7.2,21.8,31.3,8.6,1.44
2,5.7,17.2,33.5,17.0,1.54
2,9.2,15.5,24.2,9.9,1.19
0,12.6,18.1,25.6,6.1,1.24
0,4.5,3.2,24.2,6.3,0.9
1,1.9,4.2,33.4,6.3,2.88
2,0.5,4.4,14.5,16.1,1.41
2,1.1,9.9,31.2,12.3,1.77
0,2.4,7.5,20.9,6.8,0.83
2,37.9,46.2,20.1,3.9,1.47
2,4.7,12.9,23.1,12.2,1.44
2,18.0,30.5,27.8,8.6,1.36
2,13.9,22.0,28.7,13.3,1.56
0,13.9,20.7,24.5,4.8,1.02
2,17.2,29.0,25.1,12.0,1.43
2,3.9,14.9,28.9,12.3,1.67
0,8.8,10.5,15.3,4.6,1.05
0,22.8,29.4,23.7,2.3,1.11
1,9.2,25.5,34.0,6.2,2.35
2,7.7,19.6,28.3,6.7,1.38
0,4.0,9.8,14.8,6.6,1.02
0,4.2,7.4,18.3,4.5,1.03
0,4.6,9.7,19.5,7.4,1.07
0,4.3,7.8,23.1,6.7,1.14
0,3.5,8.2,22.1,4.9,0.93
2,0.5,13.4,23.4,7.9,1.64
2,5.0,15.0,33.9,7.3,1.64
0,3.5,10.0,11.6,2.6,0.98
3,11.8,39.4,46.9,27.6,1.9
0,7.3,13.7,26.9,5.8,1.16
2,10.0,18.0,30.4,5.2,1.57
0,15.9,18.3,14.8,4.3,1.15
0,2.8,9.7,19.9,7.0,0.93
2,3.6,6.3,18.1,10.7,1.59
0,20.9,23.5,22.0,5.8,0.92
3,4.6,17.8,37.6,11.7,1.9
0,17.0,21.4,20.4,8.4,0.92
0,5.4,7.7,28.5,4.2,0.99
2,86.6,92.8,31.4,10.0,1.66
2,4.0,17.4,22.2,11.0,1.57
2,3.7,18.3,29.7,6.8,1.16
2,38.7,52.0,37.0,3.6,1.65
0,12.8,15.1,19.2,7.2,0.96
0,15.5,21.4,22.5,4.9,1.02
2,15.3,28.1,26.5,10.6,1.35
0,10.5,14.3,22.3,6.9,1.08
2,31.7,36.7,33.8,8.5,1.46
0,1.5,5.6,16.1,3.5,0.96
2,7.1,22.8,32.2,6.8,1.59
3,9.1,30.0,38.1,10.9,2.08
1,8.9,34.8,52.1,1.5,2.89
2,7.6,16.0,30.6,15.2,1.48
0,6.7,11.0,24.7,2.6,1.07
3,14.6,32.3,47.4,8.8,1.47
0,16.6,22.3,13.5,3.7,1.04
0,3.9,10.0,23.6,4.3,1.11
2,5.6,15.9,28.9,8.5,1.61
0,1.8,7.0,27.2,7.3,1.06
2,3.9,18.3,29.5,13.8,1.5
0,2.4,5.8,21.6,3.8,1.13
2,10.7,17.5,23.0,12.0,1.28
3,4.5,18.4,30.8,18.0,1.94
3,15.1,33.0,28.6,14.6,1.56
0,17.3,23.0,14.8,5.5,1.05
1,41.1,79.6,38.8,21.0,2.07
0,3.4,10.2,25.1,-0.2,1.05
0,4.0,9.9,19.3,6.0,1.03
0,12.9,18.9,23.7,4.2,1.01
3,17.0,23.5,34.5,23.5,1.63
3,46.0,59.1,46.1,6.6,1.84
2,5.4,21.5,34.2,9.5,1.1
0,1.4,6.6,17.7,6.6,1.08
2,12.6,21.9,21.1,7.1,1.33
3,10.1,30.6,27.6,8.9,1.73
0,6.0,7.1,19.9,4.2,1.09
3,4.3,1.9,29.8,3.9,1.87
0,1.7,5.2,25.0,4.9,1.02
0,0.5,2.8,19.5,6.9,1.06
2,26.7,44.6,27.6,6.8,1.38
0,10.0,18.9,24.6,3.7,0.97
2,8.1,24.5,26.3,11.2,1.61
1,36.1,67.4,50.4,2.1,2.52
3,31.8,39.9,34.3,7.3,1.58
1,131.3,145.5,57.3,24.3,2.94
2,0.4,16.2,26.7,7.7,1.93
2,30.7,48.8,25.3,3.3,1.56
3,58.6,79.4,36.7,12.1,2.38
0,0.5,7.0,11.9,7.5,0.87
0,12.1,18.5,20.3,6.4,1.03
3,30.7,47.9,34.0,15.8,2.02
3,49.1,54.0,26.6,16.7,2.39
3,10.8,24.6,39.9,9.7,2.08
1,80.5,74.7,34.0,27.4,3.48
2,37.7,41.8,28.7,3.5,1.59
3,9.3,10.3,35.0,4.9,1.57
0,27.7,30.9,15.1,6.7,1.02
3,11.0,20.8,28.5,20.7,1.87
0,36.1,38.6,21.8,7.2,1.06
0,5.8,14.0,18.3,2.8,0.96
0,1.8,5.9,20.4,5.7,0.86
2,64.7,76.1,31.1,7.7,1.34
2,5.4,12.4,24.5,12.9,1.22
0,37.4,42.3,17.5,3.2,0.86
3,0.3,26.5,19.7,27.9,1.88
3,89.9,114.3,28.0,15.4,1.85
0,4.0,9.1,15.5,8.4,0.98
2,9.4,15.6,28.4,9.4,1.48
2,0.0,10.3,24.0,11.0,1.49
3,1.0,19.5,36.5,22.6,2.62
0,5.8,13.6,24.4,4.5,0.92
2,8.3,24.2,29.0,9.4,1.78
0,15.8,21.1,15.3,5.2,0.98
0,2.7,8.0,13.3,5.3,1.19
0,10.3,17.7,24.6,2.6,1.01
1,26.5,42.4,29.4,15.2,3.07
3,90.3,114.3,27.7,26.6,2.15
0,3.7,9.4,11.5,6.5,0.77
0,1.0,6.9,22.8,5.6,0.94
2,12.5,27.0,29.4,9.8,1.47
2,86.2,86.5,18.8,9.9,1.29
0,1.7,5.2,22.3,4.8,0.97
3,50.1,65.4,39.0,16.6,1.98
3,2.5,19.2,33.8,27.7,2.12
2,47.7,56.7,28.8,18.0,1.57
1,13.6,41.5,37.6,24.4,2.79
2,10.4,14.9,17.1,-0.4,1.53
2,30.4,35.4,22.5,5.4,1.91
2,33.4,35.5,31.4,9.4,1.8
2,3.8,16.0,24.2,7.9,1.42
0,5.7,11.2,16.6,4.4,1.21
0,3.2,7.7,15.6,7.1,1.05
0,3.0,8.4,16.6,7.3,1.04
0,8.3,13.7,19.7,4.1,0.95
3,14.8,29.8,35.6,15.6,1.99
3,70.6,88.1,36.1,9.8,1.86
2,0.9,14.1,27.2,12.1,1.26
0,3.8,7.8,19.3,7.1,0.99
3,8.0,21.7,31.1,10.2,2.51
0,12.9,18.5,18.5,4.7,0.89
3,41.2,57.7,30.5,24.3,2.38
3,6.1,19.4,29.0,20.5,1.92
2,10.4,15.5,25.2,3.1,0.98
3,8.4,26.5,24.6,7.4,2.6
0,16.1,20.4,25.3,5.1,0.86
2,1.9,10.9,29.4,5.5,1.1
1,10.8,32.6,51.6,25.2,2.88
0,1.5,6.9,19.0,5.7,0.94
0,5.5,9.8,15.0,7.3,0.88
1,0.2,17.0,55.2,19.5,2.36
0,15.9,18.5,15.7,6.9,0.96
2,15.0,22.3,22.0,15.9,1.64
0,0.4,4.6,22.4,4.3,1.05
2,7.9,23.1,30.7,19.0,1.39
2,18.6,31.1,30.6,7.3,1.44
0,2.8,5.9,23.8,6.4,1.12
3,21.5,48.7,19.0,14.2,1.85
2,48.4,58.5,29.6,7.8,1.27
2,36.6,52.4,28.4,5.3,1.49
0,1.0,5.9,16.6,5.6,0.93
0,8.3,10.1,23.1,5.7,1.11
3,9.2,30.2,29.7,17.5,1.83
0,31.6,35.3,21.8,6.4,1.13
0,2.6,8.8,25.2,5.7,0.95
0,10.0,15.8,22.1,2.5,0.98
0,15.3,19.2,25.0,5.1,0.97
0,30.4,36.0,14.7,4.8,0.94
2,12.2,25.7,28.0,7.1,1.27
2,14.1,25.3,23.0,11.3,1.33
0,9.5,8.9,25.2,5.9,1.24
2,29.7,43.1,19.5,2.2,1.25
1,33.1,53.6,46.0,26.2,2.46
2,6.3,10.9,19.0,14.2,1.51
0,10.3,10.9,14.2,6.3,1.04
0,7.8,14.1,24.9,4.6,1.03
1,35.4,55.1,35.3,22.9,2.07
1,42.0,61.6,33.6,33.9,1.97
2,7.3,16.9,25.4,11.3,1.56
0,0.1,3.6,14.3,7.9,1.03
3,28.1,49.3,33.0,21.3,1.84
0,7.0,14.8,19.6,6.1,0.98
0,11.8,16.3,13.2,5.4,0.99
0,6.6,13.3,14.7,6.7,1.03
3,0.3,16.0,35.3,24.9,2.0
0,3.4,5.4,25.2,2.8,0.88
3,18.7,37.1,32.5,14.5,1.96
3,35.9,46.4,36.8,22.7,1.83
2,6.9,15.8,19.7,9.4,1.57
1,29.4,49.3,35.5,25.7,2.49
2,49.0,54.7,13.8,10.5,1.3
2,32.9,45.6,26.7,13.6,1.6
0,3.2,9.7,20.2,6.0,1.03
2,14.1,23.5,30.0,8.3,1.54
3,21.1,41.6,27.9,17.7,2.23
3,28.0,53.6,36.9,29.4,1.72
2,10.5,25.8,22.6,5.7,1.28
3,9.4,29.9,22.0,18.7,1.7
0,18.3,20.4,25.7,7.5,0.98
2,1.6,18.3,32.0,7.5,1.37
0,4.0,10.1,11.6,4.2,1.12
0,5.6,8.9,21.5,7.2,0.86
0,6.3,10.6,20.9,7.7,1.1
0,3.9,8.2,23.8,5.8,1.08
3,51.1,54.6,27.7,13.8,2.16
0,10.9,16.6,12.1,7.8,1.14
0,5.3,11.2,13.7,1.4,1.01
0,30.6,34.3,25.2,3.7,1.04
3,41.4,57.0,35.9,20.6,1.7
2,7.4,9.9,24.2,17.8,1.67
0,16.9,24.5,19.4,6.1,0.81
2,4.3,17.1,17.9,14.7,1.41
2,14.9,24.0,27.4,7.0,1.51
0,8.1,15.7,21.7,3.4,1.04
2,1.7,3.6,31.7,4.8,1.19
0,15.2,21.3,21.5,7.6,0.85
0,16.5,21.6,17.1,6.6,0.98
3,9.6,26.4,30.5,22.0,2.76
0,14.0,18.6,23.3,4.4,0.77
1,29.7,53.8,28.9,18.9,2.55
0,0.0,4.6,22.3,3.9,1.04
2,6.1,8.0,25.7,15.7,1.35
0,42.8,47.4,11.7,2.9,1.04
0,0.3,6.5,15.7,5.7,1.14
1,3.1,11.2,51.5,19.4,2.08
0,6.7,9.7,15.9,2.2,0.99
0,6.2,10.0,24.7,4.2,0.92
0,3.1,8.0,16.8,7.1,0.84
0,8.5,12.2,25.8,5.5,0.99
2,30.4,38.6,33.9,7.9,1.35
3,14.3,24.7,32.2,13.6,1.89
1,37.8,55.3,40.9,16.3,2.65
2,2.2,15.3,21.0,6.8,1.8
2,0.8,13.8,26.4,11.0,1.68
0,17.3,22.3,18.6,2.0,1.02
2,11.1,21.8,15.1,7.2,1.54
2,23.6,32.0,32.8,10.1,1.54
0,19.4,25.0,11.8,0.9,1.18
2,47.4,60.0,23.3,13.5,1.61
2,18.3,29.4,16.1,8.9,1.48
0,13.4,19.9,13.0,3.9,1.06
2,3.8,14.1,21.0,12.7,1.52
3,16.6,34.5,23.9,5.8,1.97
0,9.4,17.8,24.6,4.8,0.89
3,57.8,71.2,28.0,22.0,2.11
3,27.5,39.8,35.2,13.5,2.07
0,30.4,34.6,13.6,4.2,0.87
0,6.5,7.6,13.6,5.8,1.04
3,39.5,51.6,25.5,9.9,1.81
0,1.2,5.8,27.7,3.2,0.87
0,32.0,38.9,21.1,6.9,1.02
3,31.3,69.8,30.7,21.1,1.95
3,16.9,37.8,40.1,16.8,1.86
1,30.9,48.1,41.2,11.4,2.6
1,1.9,12.7,33.6,13.8,2.99
2,116.2,126.2,26.6,4.8,1.32
1,81.2,114.2,35.1,14.7,2.5
2,29.9,40.6,26.6,6.9,1.43
0,15.2,18.3,16.9,2.3,1.17
2,12.9,28.0,27.0,13.9,1.58
2,22.3,31.8,26.2,6.2,1.55
2,12.6,21.7,21.3,8.3,1.5
2,24.2,32.1,24.3,13.2,1.59
0,7.8,11.6,17.7,6.1,0.95
0,2.4,6.2,20.3,9.0,0.94
0,18.3,27.0,23.0,2.2,1.07
2,56.6,64.2,23.2,12.3,1.4
0,8.6,17.9,17.5,4.2,0.98
3,58.8,67.8,39.8,11.3,2.51
2,32.0,40.8,27.7,11.6,1.45
2,11.2,22.0,32.4,13.3,1.52
0,35.7,42.5,16.0,4.5,1.16
1,23.3,47.6,39.7,10.8,2.98
2,56.7,67.9,28.0,6.9,1.6
0,15.8,19.2,21.2,6.4,0.86
0,10.2,14.7,14.7,6.1,1.07
0,7.9,13.3,23.3,5.6,0.93
2,3.6,18.9,22.5,9.8,1.52
1,39.7,60.8,35.2,29.7,2.77
2,24.8,37.3,26.9,16.8,1.16
3,5.3,20.6,32.5,8.7,2.22
1,71.9,85.2,39.7,16.3,2.54
3,20.7,37.6,26.7,14.1,2.35
2,38.7,45.7,35.3,9.2,1.46
2,25.8,39.1,31.5,7.0,1.5
2,36.6,40.4,26.6,7.9,1.58
1,6.6,32.3,45.7,15.6,2.72
1,21.7,36.2,43.1,23.4,2.3
3,44.3,63.7,26.9,14.9,1.88
1,30.1,46.8,43.9,18.1,2.13
2,6.4,13.5,37.9,10.0,1.26
2,31.7,41.8,29.7,3.2,1.38
2,85.7,103.6,25.8,12.5,1.65
2,19.1,38.4,23.9,12.6,1.69
2,26.2,28.0,14.9,7.3,1.21
2,64.0,74.2,18.1,13.7,1.57
0,23.2,26.6,12.7,5.1,0.92
2,15.4,25.6,34.7,6.7,1.43
0,17.3,23.7,17.1,4.1,0.84
2,49.8,60.3,28.4,9.6,1.54
2,0.6,14.2,19.7,9.4,1.7
2,98.5,115.3,18.1,15.9,1.67
1,19.1,45.0,50.8,27.7,2.39
0,15.9,23.1,18.0,7.4,1.16
2,34.5,43.9,21.7,8.0,1.6
3,1.3,17.8,32.1,19.7,2.22
2,73.9,86.5,24.4,7.0,1.65
3,19.4,35.1,24.2,9.6,1.91
3,25.4,47.2,37.6,19.6,1.66
1,117.4,124.5,42.4,40.5,2.4
0,6.2,10.6,22.3,3.8,0.97
2,8.3,22.1,36.4,11.7,1.36
2,18.0,35.8,17.9,11.0,1.34
1,0.2,26.8,37.5,25.7,1.28
1,23.3,50.1,33.3,19.9,2.45
0,6.9,15.4,17.8,8.3,0.87
3,21.8,47.5,25.1,23.8,1.7
0,12.4,17.9,13.3,0.5,0.76
0,2.8,5.5,17.2,1.8,1.01
2,25.1,35.7,15.4,9.4,1.72
2,12.0,22.5,27.8,13.3,1.35
0,4.4,10.2,25.7,1.9,0.96
0,8.7,13.1,15.1,6.2,0.95
3,29.0,41.8,32.2,11.9,1.95
3,31.6,37.0,44.0,20.1,2.3
1,2.9,16.2,33.4,17.0,1.93
0,16.8,21.9,13.5,4.6,1.08
0,2.4,8.6,15.3,5.1,0.97
0,3.6,10.5,15.0,7.0,1.04
0,31.3,34.7,14.0,7.1,1.04
2,15.4,28.7,32.9,10.2,1.48
2,5.1,13.8,25.0,9.9,1.5
0,3.6,8.3,26.2,6.5,0.95
0,6.3,11.5,11.8,7.0,1.15
0,2.4,8.0,23.1,6.9,1.06
2,42.5,40.5,21.1,13.9,1.7
2,23.6,44.2,28.9,12.7,1.56
0,5.9,11.1,19.5,2.7,1.13
3,10.7,24.4,31.4,15.4,2.09
0,9.6,14.8,23.9,4.6,0.92
0,11.4,19.7,23.1,7.5,0.92
0,0.1,6.0,22.4,3.3,0.73
0,4.9,8.9,10.7,6.3,0.99
3,31.0,52.7,32.7,18.1,2.13
2,56.0,59.4,20.1,5.0,1.94
2,14.0,25.2,24.3,14.6,1.39
3,40.4,50.4,30.1,21.9,1.99
2,72.4,82.4,17.6,9.4,1.43
2,14.2,25.5,25.0,5.6,1.52
1,48.5,69.4,44.6,3.0,2.82
2,38.3,48.2,33.7,10.6,1.24
0,58.9,68.3,21.3,7.4,1.15
3,6.3,36.4,42.2,1.9,2.43
0,3.8,7.4,25.1,4.6,0.97
2,21.7,38.0,18.9,9.1,1.45
0,10.6,16.6,13.2,7.3,0.85
0,13.7,18.9,22.6,5.3,1.12
2,53.7,62.1,27.2,6.8,1.49
0,5.6,15.1,15.2,4.8,1.08
3,1.5,11.8,29.7,21.9,1.91
0,3.0,10.4,15.6,5.9,0.89
2,23.2,36.1,24.4,10.5,1.55
3,10.2,32.2,33.6,27.7,2.53
3,43.9,67.2,42.7,25.6,2.39
0,2.5,9.2,19.2,6.1,1.12
0,45.5,51.5,22.7,6.3,1.03
3,24.6,30.2,35.0,19.3,1.93
0,19.2,25.1,13.5,2.8,1.0
0,8.0,12.4,23.1,4.4,0.98
0,20.4,25.4,13.9,4.9,0.91
1,76.7,98.2,35.3,27.6,2.5
2,20.4,32.4,22.9,7.0,1.64
2,23.9,34.0,19.7,5.7,1.31
2,0.2,14.0,20.6,11.9,1.51
0,19.6,22.5,17.6,7.5,0.97
2,65.0,77.5,26.1,13.1,1.3
0,0.6,4.7,13.0,4.5,1.12
2,0.8,13.2,18.2,4.6,1.38
0,2.7,7.0,17.6,6.8,1.02
1,25.2,62.4,34.3,29.0,2.23
3,81.6,111.5,35.8,17.3,1.84
0,3.0,11.4,16.9,3.8,0.92
0,0.8,5.2,18.4,5.7,0.89
2,17.9,28.8,25.6,7.3,1.71
2,25.7,31.6,32.1,12.5,1.64
3,37.6,53.3,39.0,13.6,1.99
